,name,voltages,max_per_unit_voltage,min_per_unit_voltage,phase_imbalance,overvoltage_violation,undervoltage_violation
0,233160_src,"[0.9999992089184423, 0.999999275955034, 0.9999992121657972]",0.999999275955034,0.9999992089184423,6.703659172213605e-08,False,False
1,233254,"[0.9853808425033089, 0.9925972037388407, 1.0042757910798394]",1.0042757910798394,0.9853808425033089,0.018894948576530513,False,False
2,233254_xfmr,"[0.9997985915181157, 0.9996632299871522]",0.9997985915181157,0.9996632299871522,0.0001353615309634959,False,False
3,233240,"[0.9856485686291845, 0.9969599278014936, 1.0044108440507544]",1.0044108440507544,0.9856485686291845,0.01876227542156994,False,False
4,233240_xfmr,"[0.9854777762247695, 0.984477205084226]",0.9854777762247695,0.984477205084226,0.001000571140543527,False,False
5,233238,"[0.9855331562547529, 0.9967119426465479, 1.0045043365225055]",1.0045043365225055,0.9855331562547529,0.018971180267752574,False,False
6,233238_xfmr,"[0.9765600744027066, 0.9749689211651387]",0.9765600744027066,0.9749689211651387,0.001591153237567977,False,False
7,233196,"[0.9875627436788681, 0.9980631167900351, 1.0051365264412355]",1.0051365264412355,0.9875627436788681,0.01757378276236743,False,False
8,233196_xfmr,"[0.9822638749958659, 0.9806048514065123]",0.9822638749958659,0.9806048514065123,0.0016590235893535477,False,False
9,233245,"[0.9892841154903642, 0.998125297415031, 1.0071309273033757]",1.0071309273033757,0.9892841154903642,0.01784681181301151,False,False
10,233245_xfmr,"[0.9635238932984992, 0.9599540101698456]",0.9635238932984992,0.9599540101698456,0.0035698831286535837,False,False
11,233212,"[0.9863292927254678, 0.9973520046621233, 1.004660049328236]",1.004660049328236,0.9863292927254678,0.018330756602768283,False,False
12,233212_xfmr,"[0.9831282636112953, 0.981731242299501]",0.9831282636112953,0.981731242299501,0.0013970213117943109,False,False
13,233258,"[0.9854787639262925, 0.9920029381213918, 1.0037723011193214]",1.0037723011193214,0.9854787639262925,0.01829353719302884,False,False
14,233258_xfmr,"[0.9818001838469059, 0.9794279749270959]",0.9818001838469059,0.9794279749270959,0.0023722089198100482,False,False
15,233259,"[0.9849198119341103, 0.9908683014660631, 1.0031629904611388]",1.0031629904611388,0.9849198119341103,0.018243178527028503,False,False
16,233259_xfmr,"[0.9628380852188659, 0.9600121710642793]",0.9628380852188659,0.9600121710642793,0.0028259141545866617,False,False
17,2806848,"[0.9878997318897881, 0.9965639295964636, 1.0058934622158615]",1.0058934622158615,0.9878997318897881,0.01799373032607343,False,False
18,2806848_xfmr,"[0.9892087729037832, 0.9969982030334181, 1.003378077916206]",1.003378077916206,0.9892087729037832,0.014169305012422861,False,False
19,233181,"[0.9928722081674118, 1.0021041824899029, 1.00893347816691]",1.00893347816691,0.9928722081674118,0.016061269999498085,False,False
20,233181_xfmr,"[0.9846948323405846, 0.9816451388061419]",0.9846948323405846,0.9816451388061419,0.0030496935344427323,False,False
21,233214,"[0.9858075496608486, 0.9970681778696705, 1.0044235533158434]",1.0044235533158434,0.9858075496608486,0.018616003654994828,False,False
22,233214_xfmr,"[0.9847680562735643, 0.9836729843960796]",0.9847680562735643,0.9836729843960796,0.001095071877484699,False,False
23,233244,"[0.9893815924450319, 0.9983636124347588, 1.0071195102424977]",1.0071195102424977,0.9893815924450319,0.017737917797465808,False,False
24,233244_xfmr,"[0.9738942652269045, 0.9716633759907818]",0.9738942652269045,0.9716633759907818,0.0022308892361226906,False,False
25,233216,"[0.9880452465679802, 0.9969262067112099, 1.0060709374879069]",1.0060709374879069,0.9880452465679802,0.018025690919926673,False,False
26,233216_xfmr,"[1.0043579729933432, 1.0043758303982466]",1.0043758303982466,1.0043579729933432,1.785740490345411e-05,False,False
27,233261,"[0.9847701173285743, 0.9904178861592864, 1.0028114067913978]",1.0028114067913978,0.9847701173285743,0.018041289462823462,False,False
28,233261_xfmr,"[0.9833246481235194, 0.9812524143586199]",0.9833246481235194,0.9812524143586199,0.0020722337648995115,False,False
29,233243,"[0.9854962632708806, 0.9968651137185051, 1.0049300010621447]",1.0049300010621447,0.9854962632708806,0.019433737791264116,False,False
30,233243_xfmr,"[0.9878371969255796, 0.9871070129265773]",0.9878371969255796,0.9871070129265773,0.0007301839990022652,False,False
31,233257,"[0.9856706887661478, 0.9925658084281275, 1.0041850165633304]",1.0041850165633304,0.9856706887661478,0.01851432779718254,False,False
32,233257_xfmr,"[0.9646273120536529, 0.961880228722114]",0.9646273120536529,0.961880228722114,0.0027470833315389465,False,False
33,233233,"[0.9925982148408089, 1.0019478935554842, 1.0091155757515402]",1.0091155757515402,0.9925982148408089,0.016517360910731305,False,False
34,233233_xfmr,"[0.9949844304796517, 0.9949814235328954]",0.9949844304796517,0.9949814235328954,3.0069467562565677e-06,False,False
35,233222,"[0.9921439731462842, 1.0010723769033338, 1.0079622540951092]",1.0079622540951092,0.9921439731462842,0.01581828094882498,False,False
36,233222_xfmr,"[0.9927900654638141, 0.9910129322318696]",0.9927900654638141,0.9910129322318696,0.0017771332319445055,False,False
37,233232,"[0.9870195866898854, 0.9985235130634829, 1.00482841784055]",1.00482841784055,0.9870195866898854,0.01780883115066456,False,False
38,233232_xfmr,"[0.9789035844867436, 0.9769750275657807]",0.9789035844867436,0.9769750275657807,0.0019285569209629427,False,False
39,233226,"[0.9877307746059779, 0.9985229675369597, 1.005436925097644]",1.005436925097644,0.9877307746059779,0.01770615049166613,False,False
40,233226_xfmr,"[0.9790992707000077, 0.9770622831193578]",0.9790992707000077,0.9770622831193578,0.0020369875806498516,False,False
41,233223,"[0.9918863676763024, 1.0009401580840396, 1.0076626945398668]",1.0076626945398668,0.9918863676763024,0.01577632686356434,False,False
42,233223_xfmr,"[0.9963659824902844, 0.9950809734049239]",0.9963659824902844,0.9950809734049239,0.0012850090853605556,False,False
43,233230,"[0.987052764806727, 0.9985235105428186, 1.00484223079135]",1.00484223079135,0.987052764806727,0.017789465984623054,False,False
44,233230_xfmr,"[0.9848986332897958, 0.983717973925939]",0.9848986332897958,0.983717973925939,0.0011806593638568064,False,False
45,2716699,"[0.9863057953832076, 0.9968635519826248, 1.0053536194854045]",1.0053536194854045,0.9863057953832076,0.019047824102196853,False,False
46,2716699_xfmr,"[0.9688800223398736, 0.966323725982569]",0.9688800223398736,0.966323725982569,0.0025562963573045883,False,False
47,233250,"[0.9859365648305352, 0.9932111506684191, 1.004366647902152]",1.004366647902152,0.9859365648305352,0.018430083071616865,False,False
48,233250_xfmr,"[0.9878513853259688, 0.9861323500305957]",0.9878513853259688,0.9861323500305957,0.0017190352953730947,False,False
49,233239,"[0.9855244403273875, 0.9967119414415699, 1.004498127141493]",1.004498127141493,0.9855244403273875,0.018973686814105495,False,False
50,233239_xfmr,"[0.9834333283897808, 0.9820843501099243]",0.9834333283897808,0.9820843501099243,0.001348978279856472,False,False
51,233263,"[0.9850830544851787, 0.9922904653132643, 1.004311573457553]",1.004311573457553,0.9850830544851787,0.01922851897237421,False,False
52,233263_xfmr,"[0.97183362413577, 0.9700630540270933]",0.97183362413577,0.9700630540270933,0.0017705701086767611,False,False
53,233251,"[0.9857454535561286, 0.9930194984051638, 1.0043353074852268]",1.0043353074852268,0.9857454535561286,0.018589853929098177,False,False
54,233251_xfmr,"[0.9942053108422225, 0.9941494633293064]",0.9942053108422225,0.9941494633293064,5.584751291609624e-05,False,False
55,233180,"[0.9923981935180339, 1.0016631221365149, 1.0085924210108959]",1.0085924210108959,0.9923981935180339,0.016194227492861923,False,False
56,233180_xfmr,"[0.972643891094475, 0.9698314951891669]",0.972643891094475,0.9698314951891669,0.0028123959053081293,False,False
57,233182,"[0.9924888233484777, 1.0017193334038978, 1.0085419964137454]",1.0085419964137454,0.9924888233484777,0.016053173065267767,False,False
58,233182_xfmr,"[0.988786397147233, 0.9864293671414291]",0.988786397147233,0.9864293671414291,0.002357030005803895,False,False
59,233237,"[0.9880628729553769, 0.998479752061372, 1.0055864741785732]",1.0055864741785732,0.9880628729553769,0.017523601223196295,False,False
60,233237_xfmr,"[0.9783280927355212, 0.9766780286678594]",0.9783280927355212,0.9766780286678594,0.0016500640676618827,False,False
61,233170,"[0.9936603272592612, 1.0027106771429544, 1.0098572643923807]",1.0098572643923807,0.9936603272592612,0.016196937133119427,False,False
62,233170_xfmr,"[1.0077661526956776, 1.0076394790670398]",1.0077661526956776,1.0076394790670398,0.00012667362863783005,False,False
63,233266,"[0.9859313174440794, 0.9932052507214127, 1.0045975089615033]",1.0045975089615033,0.9859313174440794,0.01866619151742399,False,False
64,233266_xfmr,"[0.9688533058827213, 0.9665917368268241]",0.9688533058827213,0.9665917368268241,0.00226156905589725,False,False
65,233207,"[0.9871305553550846, 0.997085349663427, 1.0057009745404908]",1.0057009745404908,0.9871305553550846,0.01857041918540614,False,False
66,233207_xfmr,"[0.9488322117519921, 0.942258797127963]",0.9488322117519921,0.942258797127963,0.00657341462402905,False,True
67,233248,"[0.9884382975120802, 0.9972957878517047, 1.0061868054554117]",1.0061868054554117,0.9884382975120802,0.017748507943331493,False,False
68,233248_xfmr,"[0.9910722620636689, 0.9893916493446387]",0.9910722620636689,0.9893916493446387,0.0016806127190301945,False,False
